,title,year,genre,synopsis
2922,연 날리는 소년,2015,영화,인도의 평범한 11살 소년이 국내 최대의 연날리기 축제에서 우승을 노리는 열정적인 참가자로 변신한다. 이 소년을 변신 과정을 따라가는 다큐멘터리.
2923,특별한 상견례,2014,영화,주말에 남자친구의 부모님을 뵈러 간 알리나. 그러나 예상치 못한 비밀이 밝혀지면서 그녀가 계획한 완벽한 주말은 한바탕 소란으로 뒤얽힌다.
2924,패밀리 블러드,2018,영화,"이곳에서라면 나도 가족도 지켜낼 수 있을까. 자식 둘을 데리고 새 삶을 개척하는 여인. 약속하는데, 이번엔 다를 거야. 신이 또 다른 차원의 시련을 준비했다 해도."
2925,아직은 당신을,2015,영화,남편이 사고로 혼수상태에 빠지고 새로운 남자가 등장하면서 남편에 대한 무나의 사랑이 시험대에 오른다.
2926,폴른: 추락천사,2016,영화,"불의의 사고 이후 기숙 학교로 전학 온 루스. 분명 처음 보는 남학생인데... 뭐지, 이 묘한 끌림은? 가혹한 운명의 소녀, 시공을 초월한 애틋한 로맨스에 빠져들다."
2927,팰컨 라이징,2014,영화,"해군 특수부대 출신 존. 누나가 공격당해 사경을 헤맨다는 비보에 브라질로 날아가지만 경찰조차 믿을 수 없다. 이 쓰레기 같은 도시, 이 뜨거운 주먹으로 내가 접수한다!"
2928,파카 퍼즈: 뜨거운 감자,2018,영화 NETFLIX ORIGINAL,"싱가포르에 사는 말레이시아계 코미디언 파카 퍼즈. 독특한 문화 경험 덕에 할 말이 너무 많다! 인종, 사회, 정치 속 금기를 낱낱이 분해하는 속사포 코미디가 시작된다."
2929,페이스 오프,1997,영화,"어린 아들을 테러리스트의 손에 잃은 FBI 요원. 집요한 추적 끝에 겨우 잡은 범인이 혼수상태에 빠지자, 중대한 결심을 한다. 범인과 얼굴을 바꿔 끔찍한 폭발을 막아내리라!"
2930,페이스,2004,영화,뼈만 남은 시체라니! 연쇄 살인범에게 무참히 살해당한 희생자의 얼굴을 복원하는 법의학자. 사람의 장기와 관련된 섬찟한 음모를 감지하면서 끔찍한 공포 속으로 빠져든다.
2931,"세상에, 맙소사 3",2014,영화,사랑하는 여인과 결혼한 뒤 현실에 부딪힌 후세인은 늘어나는 식구를 부양하느라 밤낮없이 일하는 처지가 된다. 반면 피루잔은 가수로서 점차 유명세를 탄다.
2932,"세상에, 맙소사 2",2011,영화,"후세인은 드디어 아버지를 찾아내고, 이제 꿈에 그리던 여인을 만나는 일만 남았다. 이 과제를 수행하려면 새 친구의 도움이 필요하다."
2933,"세상에, 맙소사",2010,영화,작은 마을에서 조부모와 살던 클라리넷 연주자. 어쩔 수 없는 사정으로 이스탄불로 옮겨갔다가 벼락스타가 된 가수를 만나게 된다.
2934,익스트리미스,2016,영화 NETFLIX ORIGINAL,중환자실 의사와 환자 및 가족이 삶과 죽음을 결정하는 기로에 서서 참담한 마음으로 결단을 내린다. 이들이 겪는 고통스런 여정을 카메라에 담았다.
2935,ET를 만난 남자,2017,영화,외계인과 관련해 역사상 가장 흥미로운 이야기의 중심에 서 있었던 스탠 로마넥의 삶과 시대를 조명한 다큐멘터리.
2936,익스팅션: 종의 구원자,2018,영화 NETFLIX ORIGINAL,"누구도 믿지 않았다, 그의 악몽이 현실이 되리라고는. 외계 세력의 침략에 맞서 소중한 가족을 지키려는 남자. 그의 처절한 사투 속에, 또 다른 악몽이 발톱을 드러낸다."
2937,익스펠드,2014,영화,황당무계한 장난으로 퇴학 조치당한 한 고등학교 학생이 이 사실을 부모님이 알지 못하게 하려고 온갖 극단적인 방법들을 동원한다.
2938,행복 원정대: 알래스카에서 멕시코까지,2017,영화,반려견까지 데리고 여자친구와 길을 나선 영화감독 펠릭스 슈타르크. 개조한 버스를 타고 알래스카에서 멕시코까지 누비는 이 여행길엔 수많은 깜짝 선물이 기다리고 있다.
2939,엑소시스트: 더 비기닝,2004,영화,2차 대전의 끔찍한 기억으로 신앙을 잃은 신부. 아프리카 유적 발굴단에 합류하면서 초자연적 악령과 첫 대면을 하게 된다. 사탄과의 싸움은 신과의 재회로 이어질 것인가.
2940,엑소더스: 신들과 왕들,2014,영화,이집트의 노예를 해방할 지도자가 태어나리란 예언이 있었다. 그리고 파라오와 함께 자란 히브리인 모세가 있었으니. 핍박받는 동족을 보며 자신이 이들을 이끌 운명임을 깨닫는 모세. 그의 위대하고도 험난한 여정은 이렇게 시작되었다.
2941,엑스 마키나,2015,영화,"IT 기업의 프로그래머가 사내 행사에 당첨돼 회장의 거처로 초대받는다. 그곳에서 여성형 인공 지능 로봇인 에이바를 테스트하게 되고. 이상한 점이 하나둘 드러나 혼란이 커지는 가운데, 에이바의 모습이 눈앞을 떠나지 않는다!"
2942,관즈궈 씨의 기억 여행,2016,영화,"다들 못 온다니! 자녀들이 아버지와의 만남을 취소했다. 그래, 차라리 내가 가자. 아이들이 사는 각 도시를 찾아간 아버지. 생각지도 못한 일이 그를 기다리고 있는데!"
2943,사랑이 어딨어?,2017,영화,잘나가는 산부인과 의사 클라라. 미모에 능력까지 완벽한데 제대로 된 연애를 못 하는 게 문제. 부모님 결혼식에 동료를 남친이라며 데려갔다가 전 남친과 딱 마주친다.
2944,누구나 비밀은 있다,2004,영화,"이 남자, 볼수록 탐난다! 한 남자에게 마음을 홀랑 뺏긴 여자. 문제는 그 자매들도 남자의 매력에 풍덩 빠졌다는 것. 세 자매와 한 남자의 은밀한 행각은 이렇게 시작되었다."
2945,에브리띵윌비파인,2015,영화,자동차 사고로 한 소년을 죽게 한 유명 작가는 수년이 지나서도 죄책감 속에 갇혀 힘겹게 삶을 이어간다.
2946,1초도 놓칠수 없다 2008 크로스핏 대회,2009,영화,"이틀에 걸쳐 세계 최고의 운동선수를 가리는 혹독한 익스트림 스포츠 대회, 2008년 크로스핏 게임즈에 출전하는 다섯 선수들의 이야기가 펼쳐진다."
2947,이벤트 호라이즌,1997,영화,오래전 실종된 우주선으로부터 신호가 왔다. 급히 구조선이 조사에 나서지만 오래지 않아 승무원들은 자신들이 오지 말아야 할 곳에 왔음을 깨닫는다.
2948,이브의 사과,2017,영화,지금 이 순간에도 시행되는 여성 할례. 여성의 생명권과 자기결정권을 짓밟고 씻지 못할 고통을 주는 이 악습을 없애기 위해 각국 운동가와 아프리카 여성들이 목소리를 낸다.
2949,교향시편 유레카 세븐: 하이에볼루션 1,2017,영화,알 수 없는 원인으로 발생한 대재앙 ‘서머 오브 러브.’ 한 과학자가 목숨을 바쳐 인류를 구한다. 그리고 그의 사망 10년 후. 그의 아들이 하늘에서 떨어진 소녀와 거대 로봇을 만나 지금까지와는 전혀 다른 세계를 경험하기 시작한다.
2950,카페 키예프,2016,영화,자신처럼 외로운 삶을 살아온 젊은 러시아 여성과 사랑에 빠진 남자. 병마와 싸우는 죽음의 순간에 그녀와 보낸 짧지만 강렬했던 순간들을 필름처럼 돌이켜 본다.
2951,슈퍼노바 지구 탈출기,2013,영화,남녀노소 모두를 위한 이 애니메이션 코미디 영화는 푸른색 외계인들의 영웅이자 모험에 불타는 열정을 지닌 우주비행사 스코치 슈퍼노바의 모험을 그린다.
2952,사탄이 두려워한 대장장이,2018,영화 NETFLIX ORIGINAL,"악마와 계약을 맺은 대장장이, 그에게 속아 발이 묶인 악마. 지상의 지옥에서 살아가는 그들에게 어린 고아 소녀가 찾아온다. 이제 그들의 고통도 끝날 수 있을까."
2953,떼려야 뗄 수 없는,2013,영화,복잡미묘한 여자의 심리와 단순 솔직한 남자의 욕구를 이해하기 위해 애쓰는 심리치료사와 환자의 이야기.
2954,에픽 : 숲속의 전설,2013,영화,마법처럼 숲속으로 빨려든 소녀. 그곳엔 처음 보는 새로운 세계가 펼쳐져 있는데. 숲을 파괴하려 호시탐탐 기회를 노리는 어둠의 세력. 숲을 지킬 수 있다면 나도 싸우겠어!
2955,제임스 아서 레이: 구루의 탄생과 몰락,2016,영화,추종자 3명이 사망한 사건에 대해 과실치사 혐의로 유죄 판결을 받은 인기 자기 계발서 저자의 파란만장한 이야기를 상세히 다룬 다큐멘터리 영화.
2956,에니사 아마니: 명예로운 코미디,2018,영화 NETFLIX ORIGINAL,"이란계 독일인인 코미디언 에니사 아마니의 함부르크 코미디 쇼. 독일의 공학, 세금 공제, 그리고 온라인 팬 메일 에티켓까지. 편견과 차별이 판치는 세상에 할 말이 많다!"
2957,에너미 오브 스테이트,1998,영화,"해커가 주머니에 몰래 넣은 증거 비디오로 인해, 잘나가는 변호사였던 주인공이 악랄한 국가 안보국 요원에게 쫓기는 신세가 된다."
2958,에너미 앳 더 게이트,2001,영화,"제2차 세계대전 당시 스탈린그라드, 소련군 명사수와 독일군 최고의 저격수가 그들만의 전쟁을 시작한다. 두 남자의 어깨에 조국의 운명이 걸려 있다!"
2959,엔더스 게임,2013,영화,앤드류 '엔더' 위긴을 비롯한 10대 초반 영재들이 지구를 침공한 벌레형 외계인 포믹들('버거')에 맞서기 위해 전투 학교에서 훈련을 시작한다.
2960,엔드 게임: 생이 끝나갈 때,2018,영화 NETFLIX ORIGINAL,고통을 지켜볼 것인가. 치료를 포기할 것인가. 투병 중인 말기 환자들과 그 가족에게 다가온 특별한 의료 전문가들. 그들은 죽음을 멈출 수 없지만 죽음을 다룰 줄 안다.
2961,마법에 걸린 사랑,2007,영화,사악한 여왕 나리사 때문에 안달라시아로부터 현실 세계의 뉴욕 시로 쫓겨난 지젤 공주. 그곳의 백마 탄 왕자는 마지못해 그녀를 받아 주는데...
2962,톰과릴리: 그들만의 공간,2016,영화,뚱뚱하다는 이유로 냉대받으며 살아온 남자. 시골 마을에서 새롭게 시작해보지만 이곳에서의 삶도 별반 다르지 않다. 앞을 보지 못하는 한 여자를 만나기 전까진.
2963,향기의 제국,2014,영화,"냄새를 못 맡으면 죽을 수도 있다? 일상 곳곳에 숨어 있는 후각의 비밀, 우린 어디까지 알고 있을까. 소믈리에, 조향사 등 다양한 전문가를 통해 향의 신비를 풀어본다."
2964,순수의 시대,2015,영화,"조선 개국 7년, 왕자의 난 발생 직전의 시기. 왕위를 빼앗긴 왕자, 왕을 지키는 장군, 왕의 타락한 사위. 충돌하는 세 남자를 둘러싸고 조선 역사에 핏빛이 물들기 시작한다."
2965,이모 더 뮤지컬,2016,영화,"자살 기도로 퇴학당한 남고생. 전학 간 학교에서 한눈에 반한 여학생은 그를 예수의 품으로 인도하려 한다. 하고 싶은 건 록 밴드, 사랑을 위해선 복음 성가대. 어쩌면 좋아?"
2966,"마크롱, 프랑스가 선택한 아웃사이더",2017,영화,정치 신인 에마뉘엘 마크롱이 치열한 대통령 선거에서 승리해 프랑스 역사상 최연소 대통령이 되기까지의 과정을 다룬 다큐멘터리.
2967,임브레이스,2016,영화,왜곡된 신체 이미지를 타파하는 운동으로 미디어에 반향을 일으킨 타린 브럼핏. 우리의 몸을 부끄러워하고 부정하는 대신 새로운 시각에서 바라볼 것을 제시한다.
2968,지금은 우리가 임신해야 할 시간,2016,영화,오랫동안 즐겁게 지내온 커플. 더 늦으면 아기를 갖기 힘들다는 말을 듣자 고민이 시작된다.
2969,엘사앤프레드,2014,영화,"아내를 잃고 괴로워하던 프레드는 작은 아파트로 이사한 후 이웃인 엘사를 만나고, 인생의 두 번째 기회를 잡기에 결코 늦지 않았음을 깨닫는다."
2970,골든 에이지,2007,영화,"엘리자베스 여왕은 외세의 침공과 반역, 배신에 맞서 마음을 다잡으면서 영웅적인 모험가 월터 라일리 경의 사랑을 갈망한다."
2971,엘프,2003,영화,"북극에 사는 여느 엘프들과는 달라도 너무 다른 버디는 자신의 진짜 아빠를 찾고, 모두에게 기쁜 크리스마스를 선물하기 위해 뉴욕으로 날아간다."
2972,발작,2014,영화,어머니가 세상을 떠난 후 간질 환자인 릴리는 망나니 남동생을 찾으러 다니며 고통스러웠던 과거를 회상한다.
2973,흑사회 Ⅱ,2006,영화,"홍콩의 암흑가 조직을 누가 이끌 것인가? 연임을 꿈꾸는 무자비한 현직 회장. 사업으로 성공해 이제 조직에서 벗어나고 싶지만, 중국 정부의 압력 때문에 회장이 되어야 하는 도전자. 두 사람의 피비린내 나는 암투가 펼쳐진다."
2974,흑사회,2005,영화,"홍콩 범죄조직 삼합회의 차기 보스를 뽑는 선거. 차가운 머리를 가진 한 사람과 뜨거운 가슴을 가진 한 사람, 극과 극인 두 후보의 전면전이 시작된다. 이전투구 속 권력을 향한 욕망의 종착점은 하나. 괴물이 되거나 괴물을 다스리거나."
2975,바스크 무장 투쟁의 종말,2017,영화,50년 이상 활동한 바스크 테러 단체 ‘에타’의 종말을 불러온 10년간의 각종 사건 정황을 연대순으로 추적한 다큐멘터리.
2976,착한 불륜남 클럽,2018,영화,"오랜만에 다시 뭉친 4명의 학창 시절 친구들. 다들 같은 문제를 안고 있었으니, 바로 아내가 여자로 보이지 않는다는 것. 거참, 이를 어쩌면 좋을까나... 이건 어때? 비밀 클럽을 만드는 거야! 바람피우고 싶은 남자들을 위한 클럽!"
2977,더바디,2012,영화,"영안실에서 여자 시신 한 구가 흔적도 없이 사라지고, 미궁에 빠진 사건을 파헤치기 위한 형사의 추적이 시작된다."
2978,이중첩자가 된 사나이,2015,영화,"스스로 쿠바의 스파이가 된 남자. 그러나 실리콘밸리에서 산업정보를 빼내다 공산주의에 환멸을 느끼고 역으로 FBI의 스파이가 됐다는, 소설보다 더 소설 같은 실화를 만난다."
